order_dttm,currency_rate,currency_nm,ecom_flg,client_type,registration_country_nm,okved,turnover_amount_amt,sales_currency,order_status,order_uuid,currency_uuid,contract_uuid,client_uuid,product_uuid,order_cnum,client_nm,product_nm,product_category
2025-09-05 13:54:14,83.65,USD,True,Юр. лицо,РОССИЯ,Строительство жилых и нежилых зданий,10.8,USD,implementation,55e46a48-e36e-5734-d995-71ac737cb21d,462ef32d-49ad-4735-afeb-c60956406378,6dac5ebb-f248-9bde-7c51-e73c797ed5eb,8bd25365-0fc4-2b9e-eba3-9b1409ec9f4e,a7bff730-8808-ff39-418b-1481ef290fc9,E0003088274,"ЗАО ""ФортунаДельта""",Автоматический адаптер,Консалтинг
2025-09-11 10:51:41,1.0,руб.,False,Юр. лицо,РОССИЯ,Производство элементов электронной аппаратуры,191.87,USD,implementation,2ec4615f-3de2-69d2-9f4a-68be52eeb89e,baafd897-8857-2fc9-b1bb-4bc9b37c3653,4a3c95a4-fac4-4fc4-1011-4f110d2fe5fb,fb7a7f6b-f789-9605-45cf-1a520a1c043d,b272a87f-76a5-dfc6-7a7c-8f28444100b7,НГЦБ-145092,"ТОО ""СервисДельта""",Высокоскоростной сенсор хранения,
2025-08-29 10:41:55,1.0,руб.,True,Юр. лицо,РОССИЯ,"Торговля оптовая компьютерами, периферийными устройствами к компьютерам и программным обеспечением",250.51,USD,implementation,6701a0bc-9355-7b71-28b1-bcfc66e33755,baafd897-8857-2fc9-b1bb-4bc9b37c3653,92840dac-c4bb-de43-ec71-d35abe149844,d65a6a04-bfd5-d616-ab6b-28898ea7808a,2a8127eb-caf3-e383-dbf1-579db61fbde2,E0003007827,"ТОО ""ЛидерТранс""",Базовый сенсор,Видеотехника
2025-08-22 12:07:02,1.0,руб.,False,Юр. лицо,РОССИЯ,"Торговля оптовая компьютерами, периферийными устройствами к компьютерам и программным обеспечением",391.24,USD,implementation,98dae86c-27c3-8e63-e93f-417aa655243b,baafd897-8857-2fc9-b1bb-4bc9b37c3653,fd1a35bd-0157-08f5-9e9a-4da1b59779d2,7146f54c-0eda-19e3-4b6f-ddba9c14f2f5,fd6ab4cc-9712-5bcf-be0e-8593632893c4,НГЦБ-141673,"ТОО ""ПлатинаИнвест""",Многофункциональный инструмент,Мобильные устройства
2025-08-13 14:05:17,1.0,руб.,False,Юр. лицо,РОССИЯ,Разработка компьютерного программного обеспечения,151.5,USD,implementation,3be036a2-3d1a-f7cb-b996-deb6635d4f90,baafd897-8857-2fc9-b1bb-4bc9b37c3653,da2d97c3-d629-4f37-6512-58a3cd570534,de62c0b7-170a-223c-41ba-3afeb468beeb,3dd20b17-70d3-6c36-e5c6-a1bc663c1fe8,НГЦБ-139959,"ЗАО ""ТехноСервис""",Современный станция регулировки,Видеотехника
2025-09-09 17:35:55,1.0,руб.,False,Юр. лицо,РОССИЯ,Производство элементов электронной аппаратуры,724.65,USD,implementation,1424c105-7c93-7d3c-f6b2-7375d0b42c08,baafd897-8857-2fc9-b1bb-4bc9b37c3653,4a3c95a4-fac4-4fc4-1011-4f110d2fe5fb,fb7a7f6b-f789-9605-45cf-1a520a1c043d,36b14cac-5bfb-64b6-1579-754260f1db3a,НГЦБ-144762,"ТОО ""СервисДельта""",Высокоскоростной сенсор управления,Услуги
2025-08-29 10:41:55,1.0,руб.,True,Юр. лицо,РОССИЯ,"Торговля оптовая компьютерами, периферийными устройствами к компьютерам и программным обеспечением",250.51,USD,implementation,6701a0bc-9355-7b71-28b1-bcfc66e33755,baafd897-8857-2fc9-b1bb-4bc9b37c3653,92840dac-c4bb-de43-ec71-d35abe149844,d65a6a04-bfd5-d616-ab6b-28898ea7808a,3f3d48de-43f2-2865-3ab3-ffe67266d7f3,E0003007827,"ТОО ""ЛидерТранс""",Компактный адаптер,Видеотехника
2025-09-11 14:21:12,1.0,руб.,False,Юр. лицо,РОССИЯ,Ремонт электрического оборудования,74.23,USD,implementation,5adc8c94-ea59-d705-53a0-2820f8874f8e,baafd897-8857-2fc9-b1bb-4bc9b37c3653,a4f22c69-ea8f-da18-4fa2-00db0d5c9b75,384a3371-517b-9ee8-39e8-6599d439ccee,b85d480b-b586-1c04-99aa-6273fd2f97b0,НГЦБ-145197,"ИП ""ГарантПрестиж""",Высокоскоростной оборудование преобразования,Программное обеспечение
2025-09-10 12:51:33,86.15,USD,False,Юр. лицо,РОССИЯ,Торговля розничная в нестационарных торговых объектах и на рынках,1500.0,USD,implementation,c98260d5-57b1-628b-3168-a9c19754873d,462ef32d-49ad-4735-afeb-c60956406378,1a3421ef-ea7b-bc1c-dc24-367a699b8b73,fd32dd67-4e3b-7750-3be5-bc3acbcbe995,83df0373-9874-2113-0281-270cfd0dc1ec,НГЦБ-144869,"ООО ""РесурсЭнерго""",Портативный модуль мониторинга,Мобильные устройства
2025-09-08 14:59:21,1.0,руб.,True,Юр. лицо,РОССИЯ,,113.45,USD,implementation,adfe905e-04d2-0638-ad43-e2e5f50129a3,baafd897-8857-2fc9-b1bb-4bc9b37c3653,47834864-c18b-4367-a455-2f9984b35dce,2cf013de-3215-e011-1a6d-1bdf5057826f,e0952fe9-5cd0-fc13-408b-df868c6e9862,E0003121316,"ТОО ""ГаммаАльфа""",Автоматический комплект мониторинга,Видеотехника
2025-09-09 17:35:55,1.0,руб.,False,Юр. лицо,РОССИЯ,Производство элементов электронной аппаратуры,785.55,USD,implementation,1424c105-7c93-7d3c-f6b2-7375d0b42c08,baafd897-8857-2fc9-b1bb-4bc9b37c3653,4a3c95a4-fac4-4fc4-1011-4f110d2fe5fb,fb7a7f6b-f789-9605-45cf-1a520a1c043d,bed823ea-623e-eda3-88fc-870bc3153f4e,НГЦБ-144762,"ТОО ""СервисДельта""",Компактный комплект,Программное обеспечение
2025-09-08 09:08:50,83.65,USD,False,Юр. лицо,РОССИЯ,Торговля розничная в нестационарных торговых объектах и на рынках,12300.0,USD,implementation,3ddc4500-1865-5c87-21b9-f2d5eae482b7,462ef32d-49ad-4735-afeb-c60956406378,ee67200b-6cca-ad7c-dc28-5640e14db4df,fd32dd67-4e3b-7750-3be5-bc3acbcbe995,e38dbdda-94ae-47ef-7e2d-a00b0599906a,НГЦБ-144294,"ООО ""РесурсЭнерго""",Интеллектуальный станция автоматизации,Отделочные материалы
2025-09-10 12:51:33,86.15,USD,False,Юр. лицо,РОССИЯ,Торговля розничная в нестационарных торговых объектах и на рынках,299.2,USD,implementation,c98260d5-57b1-628b-3168-a9c19754873d,462ef32d-49ad-4735-afeb-c60956406378,1a3421ef-ea7b-bc1c-dc24-367a699b8b73,fd32dd67-4e3b-7750-3be5-bc3acbcbe995,fc4c5689-25c9-4da8-4b41-3e70e61b39dd,НГЦБ-144869,"ООО ""РесурсЭнерго""",Беспроводной система анализа,Мобильные устройства
2025-09-04 13:40:12,1.0,руб.,False,Юр. лицо,РОССИЯ,Монтаж промышленных машин и оборудования,8621.22,USD,implementation,3ea124d4-ec18-a28f-8469-561872bce9b5,baafd897-8857-2fc9-b1bb-4bc9b37c3653,7423f37a-f34f-8412-04ee-9cf2f60b0146,96c52d1b-c123-38e2-f353-64173cb2adde,65d2a88a-430c-8bc7-96f1-ca5c330de580,НГЦБ-143904,"ООО ""АльфаТорг""",Надежный адаптер анализа,Отделочные материалы
2025-09-19 19:03:16,86.0,USD,False,Юр. лицо,РОССИЯ,"Строительство инженерных коммуникаций для водоснабжения и водоотведения, газоснабжения",261.68,USD,implementation,06e6577e-0660-a77f-b856-20c8dde71910,462ef32d-49ad-4735-afeb-c60956406378,60a11401-6f95-31ce-0143-24eb42bed894,cda0d7a3-cce6-f803-3a90-0c379d1c03f5,83a6030f-82c5-84d8-efb6-8621f1a4def5,НГЦБ-146915,"ТОО ""ТрансАвангард""",Современный контроллер преобразования,Видеотехника
2025-09-08 12:27:25,1.0,руб.,False,Юр. лицо,РОССИЯ,Деятельность в области радиовещания,50.23,USD,implementation,a49bf8e9-d252-c2ff-d13b-e8c841969a05,baafd897-8857-2fc9-b1bb-4bc9b37c3653,e24aff4f-0cd1-3ca6-bc4a-7c493ee59879,8e5e8198-e72e-305d-dc87-a059fd697989,f8aea5f2-f6b5-36af-8707-162752894e9a,НГЦБ-144363,"ТОО ""БетаАльфа""",Мощный оборудование мониторинга,Бытовая техника
2025-08-15 09:31:17,1.0,руб.,False,Юр. лицо,РОССИЯ,Производство компьютеров и периферийного оборудования,81.45,USD,implementation,cfeb0568-373d-c5f7-0860-72edfdb594e2,baafd897-8857-2fc9-b1bb-4bc9b37c3653,a5993b47-86b4-5172-cdbf-88aa53ceb20d,a1cf0e7d-303b-2430-c8af-6a598032a4aa,663006a6-b27a-f4c0-49be-879d3df39b1c,НГЦБ-140388,"АО ""АльфаРесурс""",Автоматический комплект управления,Строительные материалы
2025-09-10 12:51:33,86.15,USD,False,Юр. лицо,РОССИЯ,Торговля розничная в нестационарных торговых объектах и на рынках,98.76,USD,implementation,c98260d5-57b1-628b-3168-a9c19754873d,462ef32d-49ad-4735-afeb-c60956406378,1a3421ef-ea7b-bc1c-dc24-367a699b8b73,fd32dd67-4e3b-7750-3be5-bc3acbcbe995,4193fa0d-24f6-0b73-c45f-334808346f69,НГЦБ-144869,"ООО ""РесурсЭнерго""",Надежный платформа,Электронные компоненты
2025-09-11 14:21:12,1.0,руб.,False,Юр. лицо,РОССИЯ,Ремонт электрического оборудования,144.55,USD,implementation,5adc8c94-ea59-d705-53a0-2820f8874f8e,baafd897-8857-2fc9-b1bb-4bc9b37c3653,a4f22c69-ea8f-da18-4fa2-00db0d5c9b75,384a3371-517b-9ee8-39e8-6599d439ccee,9cf81106-ac54-189b-5d03-e2f022727f4c,НГЦБ-145197,"ИП ""ГарантПрестиж""",Многофункциональный аппарат,Отделочные материалы
2025-09-09 17:35:55,1.0,руб.,False,Юр. лицо,РОССИЯ,Производство элементов электронной аппаратуры,31.74,USD,implementation,1424c105-7c93-7d3c-f6b2-7375d0b42c08,baafd897-8857-2fc9-b1bb-4bc9b37c3653,4a3c95a4-fac4-4fc4-1011-4f110d2fe5fb,fb7a7f6b-f789-9605-45cf-1a520a1c043d,387a5192-2984-1928-7cbb-67e7d13c8e88,НГЦБ-144762,"ТОО ""СервисДельта""",Мощный станция,Инструменты
2025-09-10 12:51:33,86.15,USD,False,Юр. лицо,РОССИЯ,Торговля розничная в нестационарных торговых объектах и на рынках,16.8,USD,implementation,c98260d5-57b1-628b-3168-a9c19754873d,462ef32d-49ad-4735-afeb-c60956406378,1a3421ef-ea7b-bc1c-dc24-367a699b8b73,fd32dd67-4e3b-7750-3be5-bc3acbcbe995,e2d94184-c733-91df-0778-fe287ddf4ab7,НГЦБ-144869,"ООО ""РесурсЭнерго""",Эффективный система управления,Электронные компоненты
2025-09-10 12:51:33,86.15,USD,False,Юр. лицо,РОССИЯ,Торговля розничная в нестационарных торговых объектах и на рынках,175.0,USD,implementation,c98260d5-57b1-628b-3168-a9c19754873d,462ef32d-49ad-4735-afeb-c60956406378,1a3421ef-ea7b-bc1c-dc24-367a699b8b73,fd32dd67-4e3b-7750-3be5-bc3acbcbe995,4e1fe87c-1e4d-ac71-c905-fecc5eceb73f,НГЦБ-144869,"ООО ""РесурсЭнерго""",Беспроводной комплект управления,Отделочные материалы
2025-09-11 14:21:12,1.0,руб.,False,Юр. лицо,РОССИЯ,Ремонт электрического оборудования,396.4,USD,implementation,5adc8c94-ea59-d705-53a0-2820f8874f8e,baafd897-8857-2fc9-b1bb-4bc9b37c3653,a4f22c69-ea8f-da18-4fa2-00db0d5c9b75,384a3371-517b-9ee8-39e8-6599d439ccee,5dc6d951-c9c4-9fd4-818b-f49301d65aae,НГЦБ-145197,"ИП ""ГарантПрестиж""",Базовый система хранения,Программное обеспечение
2025-10-23 18:50:37,1.0,руб.,False,Индивидуальный предприниматель,РОССИЯ,,929.96,USD,implementation,27ae6a94-8a9c-0288-d5ff-b37ad391b3bb,baafd897-8857-2fc9-b1bb-4bc9b37c3653,2b216c84-a770-3d0c-df5e-f74dbf5089f0,fcd238b3-e20d-9b6b-f7d6-d133d4deae44,3cd6d9a4-0810-01f4-c8ab-ced1ca949eef,НГЦБ-153347,"ИП ""АгроКомфорт""",Компактный инструмент анализа,Отделочные материалы
2025-10-27 18:07:37,1.0,руб.,False,Юр. лицо,РОССИЯ,"Строительство прочих инженерных сооружений, не включенных в другие группировки",634.5,USD,implementation,df019b80-9f98-e1f2-7a07-eae88b4b3099,baafd897-8857-2fc9-b1bb-4bc9b37c3653,fd788eec-a6be-05ef-1f9c-aed15aaff469,1b1cc8f9-0780-9f25-2870-961151807f84,7ef3de22-5c13-51a2-ad59-abe13cedc0bc,НГЦБ-153885,"ТОО ""ИнвестДельта""",Эффективный оборудование,Отделочные материалы
2025-11-07 11:35:24,1.0,руб.,True,Юр. лицо,РОССИЯ,Строительство междугородних линий электропередачи и связи,19.5,USD,implementation,b0aae82c-d1c4-014b-6e48-509c937cf635,baafd897-8857-2fc9-b1bb-4bc9b37c3653,8737fa4e-06bd-bf81-1d59-bbe803fb326b,988db7e7-d683-274d-bb80-b51595628892,75b15960-7dab-c8d8-a817-380305efc847,E0003793404,"ОАО ""КомфортАгро""",Базовый устройство обработки,Комплектующие
2025-11-10 11:25:19,1.0,руб.,False,Юр. лицо,РОССИЯ,"Строительство инженерных коммуникаций для водоснабжения и водоотведения, газоснабжения",116.81,USD,implementation,35b861e8-db81-8875-743a-0a1a091d64c7,baafd897-8857-2fc9-b1bb-4bc9b37c3653,817f5cc9-70c5-4e54-39aa-92d8ca494185,8aab1403-2533-eb8c-8f77-ba3acdac8dda,946b0eab-31bc-b79d-2918-a584b1f81b8f,НГЦБ-156045,"АО ""КапиталВектор""",Эффективный станция защиты,Электронные компоненты
2025-11-07 11:35:24,1.0,руб.,True,Юр. лицо,РОССИЯ,Строительство междугородних линий электропередачи и связи,10.26,USD,implementation,b0aae82c-d1c4-014b-6e48-509c937cf635,baafd897-8857-2fc9-b1bb-4bc9b37c3653,8737fa4e-06bd-bf81-1d59-bbe803fb326b,988db7e7-d683-274d-bb80-b51595628892,afb44715-0b78-3e4a-82dc-f64df8e68389,E0003793404,"ОАО ""КомфортАгро""",Высокоскоростной модуль,Комплектующие
2025-09-23 16:28:14,1.0,руб.,False,Юр. лицо,РОССИЯ,Производство компьютеров и периферийного оборудования,68830.55,USD,implementation,bd41096b-9878-33d8-399b-152d5e0a389b,baafd897-8857-2fc9-b1bb-4bc9b37c3653,c6581066-31a6-6147-2ab3-bbe2eade428c,6fac9e0c-7d82-a892-4b35-bea46f139b4a,de30bfcf-d102-458c-d666-96a83186f1a0,НГЦБ-147409,"ЗАО ""КапиталОмега""",Компактный модуль управления,Образование
2025-10-17 12:03:07,1.0,руб.,True,Индивидуальный предприниматель,РОССИЯ,Производство электромонтажных работ,9.43,USD,implementation,60f3b059-e258-f2f2-de20-1166df5fe543,baafd897-8857-2fc9-b1bb-4bc9b37c3653,0aed7d1d-3042-b6c1-876a-e83fe251691e,d83ac0f7-3511-7193-20b8-ceaa6a7df2bf,dbe53107-e34e-18ae-9bad-3f5067cee22f,E0003593835,"ТОО ""ФортунаИнвест""",Эффективный модуль,Компьютерная техника
2025-10-23 18:50:37,1.0,руб.,False,Индивидуальный предприниматель,РОССИЯ,,71.54,USD,implementation,27ae6a94-8a9c-0288-d5ff-b37ad391b3bb,baafd897-8857-2fc9-b1bb-4bc9b37c3653,2b216c84-a770-3d0c-df5e-f74dbf5089f0,fcd238b3-e20d-9b6b-f7d6-d133d4deae44,c7757248-b680-6eee-8669-330377ef29e3,НГЦБ-153347,"ИП ""АгроКомфорт""",Эффективный контроллер,Другое
2025-11-17 09:10:27,1.0,руб.,False,Юр. лицо,РОССИЯ,"Строительство инженерных коммуникаций для водоснабжения и водоотведения, газоснабжения",1050.0,USD,implementation,6767abab-3da5-68ce-0ca4-5d119ef27aa5,baafd897-8857-2fc9-b1bb-4bc9b37c3653,817f5cc9-70c5-4e54-39aa-92d8ca494185,8aab1403-2533-eb8c-8f77-ba3acdac8dda,11e7ca43-3558-5019-cfae-cbe27075d993,НГЦБ-157374,"АО ""КапиталВектор""",Компактный платформа,Сетевое оборудование
2025-10-29 13:05:21,81.75,USD,False,Юр. лицо,РОССИЯ,Торговля розничная в нестационарных торговых объектах и на рынках,217.5,USD,implementation,f16a1b28-58e8-07e5-25f7-89adfd00a5ce,462ef32d-49ad-4735-afeb-c60956406378,1a3421ef-ea7b-bc1c-dc24-367a699b8b73,fd32dd67-4e3b-7750-3be5-bc3acbcbe995,30534db8-31d1-5ee4-8736-2105e5dce4da,НГЦБ-154243,"ООО ""РесурсЭнерго""",Автоматический платформа,Видеотехника
2025-11-07 11:47:25,1.0,руб.,True,Юр. лицо,РОССИЯ,Ремонт машин и оборудования,301.62,USD,implementation,a4dc9049-ae65-b3d0-edbd-60ce699f5c36,baafd897-8857-2fc9-b1bb-4bc9b37c3653,796966cc-5f52-070a-b35f-76421cfd2141,233af1d8-600a-5be8-a6ed-d9539b350cb9,8a1c334f-8d35-de9b-9d9a-fc7bbb70829c,E0003793432,"АО ""АльфаДельта""",Базовый модуль обработки,Мобильные устройства
2025-11-26 10:26:48,1.0,руб.,True,Юр. лицо,РОССИЯ,Производство электромонтажных работ,137.88,USD,implementation,29a8ed79-e430-e698-a6c2-1bd04685c9ce,baafd897-8857-2fc9-b1bb-4bc9b37c3653,0d986c87-5dee-26ce-9765-9364461594da,b939301a-c9d1-6a62-8931-8df5ac7eb4fd,1f3192e9-1fe3-f92e-66c6-a38696ae48a1,E0003934229,"ООО ""ЛидерГарант""",Многофункциональный станция регулировки,Мобильные устройства
2025-11-05 14:45:29,83.35,USD,False,Юр. лицо,РОССИЯ,Торговля оптовая неспециализированная,4536.0,USD,implementation,c21f4b2b-1296-a315-b6d0-355dfb97a960,462ef32d-49ad-4735-afeb-c60956406378,d5d7f17f-9b7a-bb04-7aad-3074230be4dc,552e2029-5988-ccd9-660f-9f11fb7f12e3,4dcbb0a5-75fd-5011-a475-126c7e307103,НГЦБ-155272,"ОАО ""ЭнергоАгро""",Мощный система обработки,Бытовая техника
2025-11-19 16:44:48,1.0,руб.,False,Юр. лицо,РОССИЯ,,227.89,USD,implementation,d794466e-7b84-62c5-d721-51253f6e5123,baafd897-8857-2fc9-b1bb-4bc9b37c3653,2d232e42-c00d-fde9-c0b7-f62bc2372b22,725f02ae-a8e3-45bb-6de8-06c13d011ad3,2d0a9889-0326-bfef-097c-10f477864c9e,НГЦБ-158143,"ЗАО ""СервисАвангард""",Интеллектуальный устройство защиты,Инструменты
2025-09-18 14:21:29,1.0,руб.,False,Юр. лицо,РОССИЯ,Строительство жилых и нежилых зданий,426.31,USD,implementation,442cdee2-bd8f-05ea-ea82-4cc2ff560125,baafd897-8857-2fc9-b1bb-4bc9b37c3653,0d55ecf3-0d2b-66b8-759f-70687bc13440,93ae6c84-7318-53f0-5f17-ec75cdf90023,9cf81106-ac54-189b-5d03-e2f022727f4c,НГЦБ-146534,"ОАО ""ВекторКомфорт""",Многофункциональный аппарат,Отделочные материалы
2025-11-20 11:43:00,1.0,руб.,False,Физ. лицо,РОССИЯ,,75.3,USD,implementation,18545cfc-d938-1857-00f8-a459e76d8cf5,baafd897-8857-2fc9-b1bb-4bc9b37c3653,fb738abe-28d0-34cb-f446-e53bb6c21b1b,cf9b8263-46b6-d4d5-ea1f-b9cbb02326e0,36f320cd-f80b-076c-3dc0-4b8c666b57dd,НГЦБ-158283,"ИП ""АгроПлатина""",Интеллектуальный сенсор автоматизации,Сетевое оборудование
2025-11-05 12:49:14,83.35,USD,False,Юр. лицо,РОССИЯ,Торговля розничная в нестационарных торговых объектах и на рынках,6252.0,USD,implementation,b95b02b8-63fc-2697-7ac1-cfaa18ea96bb,462ef32d-49ad-4735-afeb-c60956406378,1a3421ef-ea7b-bc1c-dc24-367a699b8b73,fd32dd67-4e3b-7750-3be5-bc3acbcbe995,10583b7c-64fc-db24-6c2f-c063dc598868,НГЦБ-155197,"ООО ""РесурсЭнерго""",Эффективный контроллер управления,Освещение
2025-11-26 10:26:48,1.0,руб.,True,Юр. лицо,РОССИЯ,Производство электромонтажных работ,239.9,USD,implementation,29a8ed79-e430-e698-a6c2-1bd04685c9ce,baafd897-8857-2fc9-b1bb-4bc9b37c3653,0d986c87-5dee-26ce-9765-9364461594da,b939301a-c9d1-6a62-8931-8df5ac7eb4fd,ffd022fe-9ee0-30f7-c065-a7fa5ff59e74,E0003934229,"ООО ""ЛидерГарант""",Многофункциональный устройство защиты,Мобильные устройства
2025-11-07 18:17:07,1.0,руб.,True,Физ. лицо,РОССИЯ,,35.48,USD,implementation,4b6a0eda-ab64-32e2-fbc4-1c6eaf95cf89,baafd897-8857-2fc9-b1bb-4bc9b37c3653,c5f8af8f-d27e-cd8d-11ed-5cb156a8021e,edeefd18-394e-be03-0f59-03ab5c10b262,7c0c9849-96c8-b40a-c78e-9252eb4108e8,E0003795565,"ЗАО ""СигмаСтандарт""",Высокоскоростной инструмент регулировки,Другое
2025-11-11 12:50:46,84.2,USD,False,Юр. лицо,РОССИЯ,Торговля розничная в нестационарных торговых объектах и на рынках,18231.5,USD,implementation,43bb3b3f-6508-5ad0-ce03-e50ae276e11f,462ef32d-49ad-4735-afeb-c60956406378,4a73a273-75de-2413-34aa-5033088ee3b3,fd32dd67-4e3b-7750-3be5-bc3acbcbe995,8421791d-b609-a5ec-817e-29c5ee8756ef,НГЦБ-156366,"ООО ""РесурсЭнерго""",Автоматический оборудование регулировки,Комплектующие
2025-11-07 14:52:41,1.0,руб.,False,Юр. лицо,РОССИЯ,,41.12,USD,implementation,aef6acc4-7f53-2cd1-6530-f69b08a5928b,baafd897-8857-2fc9-b1bb-4bc9b37c3653,2d232e42-c00d-fde9-c0b7-f62bc2372b22,725f02ae-a8e3-45bb-6de8-06c13d011ad3,aad4fe2a-1654-009d-f998-ae11569ecaea,НГЦБ-155850,"ЗАО ""СервисАвангард""",Высокоскоростной аппарат обработки,Электронные компоненты
